id,log_date,timestamp,location,dominan,aqi,pm25,pm10,co,no2,so2,o3
1344,2025-04-25 10:41:37.951673+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1345,2025-04-25 10:42:38.648878+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1346,2025-04-25 10:43:39.693992+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1347,2025-04-25 10:44:40.386654+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1348,2025-04-25 10:45:41.07807+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1349,2025-04-25 10:46:41.731723+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1350,2025-04-25 10:47:42.581378+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1351,2025-04-25 10:48:43.294778+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1352,2025-04-25 10:49:44.020852+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1353,2025-04-25 10:50:44.709804+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1354,2025-04-25 10:51:45.405758+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1355,2025-04-25 10:52:46.096411+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1356,2025-04-25 10:53:46.763769+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1357,2025-04-25 10:54:47.460863+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1358,2025-04-25 10:55:48.138636+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1359,2025-04-25 10:56:48.842552+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1360,2025-04-25 10:57:49.524867+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1361,2025-04-25 10:58:50.223512+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1362,2025-04-25 10:59:50.879995+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1363,2025-04-25 11:00:51.593627+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1364,2025-04-25 11:01:52.298433+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1365,2025-04-25 11:02:52.960616+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1366,2025-04-25 11:03:53.656666+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1367,2025-04-25 11:04:54.346098+07,2025-04-25 10:00:00+07,surabaya,pm25,148,148,58,,44,44,94
1368,2025-04-25 11:05:55.04466+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1369,2025-04-25 11:06:55.742781+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1370,2025-04-25 11:07:56.400626+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1371,2025-04-25 11:08:57.460649+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1372,2025-04-25 11:09:58.159863+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1373,2025-04-25 11:10:58.85104+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1374,2025-04-25 11:11:59.519107+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1375,2025-04-25 11:13:00.218942+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1376,2025-04-25 11:14:00.924873+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1377,2025-04-25 11:15:01.586747+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1378,2025-04-25 11:16:02.293866+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1379,2025-04-25 11:17:02.95182+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1380,2025-04-25 11:18:03.603161+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1381,2025-04-25 11:19:04.301498+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1382,2025-04-25 11:20:04.995613+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1383,2025-04-25 11:21:05.685806+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1384,2025-04-25 11:22:06.857963+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1385,2025-04-25 11:23:07.592842+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1386,2025-04-25 11:24:08.259186+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1387,2025-04-25 11:25:08.940785+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1388,2025-04-25 11:26:09.636172+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1389,2025-04-25 11:27:10.32793+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1390,2025-04-25 11:28:11.002888+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1391,2025-04-25 11:29:11.696034+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1392,2025-04-25 11:30:12.403097+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1393,2025-04-25 11:31:13.103981+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1394,2025-04-25 11:32:13.801152+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1395,2025-04-25 11:33:14.453482+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1396,2025-04-25 11:34:15.134857+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1397,2025-04-25 11:35:15.78314+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1398,2025-04-25 11:36:16.469302+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1399,2025-04-25 11:37:17.148683+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1400,2025-04-25 11:38:17.82465+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1401,2025-04-25 11:39:18.530023+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1402,2025-04-25 11:40:19.235099+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1403,2025-04-25 11:41:19.983596+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1404,2025-04-25 11:42:20.684387+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1405,2025-04-25 11:43:21.366617+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1406,2025-04-25 11:44:22.073081+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1407,2025-04-25 11:45:22.770644+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1408,2025-04-25 11:46:23.439579+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1409,2025-04-25 11:47:24.137247+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1410,2025-04-25 11:48:24.832335+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1411,2025-04-25 11:49:25.525171+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1412,2025-04-25 11:50:26.656547+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1413,2025-04-25 11:51:27.352274+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1414,2025-04-25 11:52:28.039841+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1415,2025-04-25 11:53:28.732686+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1416,2025-04-25 11:54:29.428668+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1417,2025-04-25 11:55:30.081916+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1418,2025-04-25 11:56:30.747916+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1419,2025-04-25 11:57:31.412567+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1420,2025-04-25 11:58:32.108987+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1421,2025-04-25 11:59:32.761198+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1422,2025-04-25 12:00:33.454639+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1423,2025-04-25 12:01:34.126094+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1424,2025-04-25 12:02:34.818136+07,2025-04-25 11:00:00+07,surabaya,pm25,144,144,57,,44,44,95
1425,2025-04-25 12:03:35.588414+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1426,2025-04-25 12:04:36.294874+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1427,2025-04-25 12:05:36.990798+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1428,2025-04-25 12:06:37.676263+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1429,2025-04-25 12:07:38.384591+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1430,2025-04-25 12:08:39.096239+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1431,2025-04-25 12:09:39.801583+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1432,2025-04-25 12:10:40.468028+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1433,2025-04-25 12:11:41.474138+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1434,2025-04-25 12:12:42.171734+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1435,2025-04-25 12:13:42.857127+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1436,2025-04-25 12:14:43.549058+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1437,2025-04-25 12:15:44.236385+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1438,2025-04-25 12:16:44.888681+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1439,2025-04-25 12:17:45.589078+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1440,2025-04-25 12:18:46.254195+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1441,2025-04-25 12:19:46.950045+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1442,2025-04-25 12:20:47.645945+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1443,2025-04-25 12:21:48.340152+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1444,2025-04-25 12:22:49.001993+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1445,2025-04-25 12:23:49.688303+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1446,2025-04-25 12:24:50.383198+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1447,2025-04-25 12:25:51.04537+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1448,2025-04-25 12:26:51.735326+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1449,2025-04-25 12:27:52.733412+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1450,2025-04-25 12:28:53.422622+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1451,2025-04-25 12:29:54.107495+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1452,2025-04-25 12:30:54.787397+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1453,2025-04-25 12:31:55.745941+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1454,2025-04-25 12:32:56.476834+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1455,2025-04-25 12:33:57.14785+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1456,2025-04-25 12:34:57.874568+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1457,2025-04-25 12:35:58.560896+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1458,2025-04-25 12:36:59.273534+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1459,2025-04-25 12:37:59.95811+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1460,2025-04-25 12:39:00.612038+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1461,2025-04-25 12:40:01.33873+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1462,2025-04-25 12:41:01.982812+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1463,2025-04-25 12:42:02.627808+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1464,2025-04-25 12:43:03.307147+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1465,2025-04-25 12:44:03.988582+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1466,2025-04-25 12:45:04.642478+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1467,2025-04-25 12:46:05.326067+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1468,2025-04-25 12:47:05.984795+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1469,2025-04-25 12:48:06.66551+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1470,2025-04-25 12:49:07.714741+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1471,2025-04-25 12:50:08.407791+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1472,2025-04-25 12:51:09.08977+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1473,2025-04-25 12:52:09.782346+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1474,2025-04-25 12:53:10.581516+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1475,2025-04-25 12:54:11.277289+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1476,2025-04-25 12:55:12.027183+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1477,2025-04-25 12:56:12.719294+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1478,2025-04-25 12:57:13.41113+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1479,2025-04-25 12:58:14.08087+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1480,2025-04-25 12:59:14.777133+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1481,2025-04-25 13:00:15.481184+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1482,2025-04-25 13:01:16.148471+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1483,2025-04-25 13:02:16.838664+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1484,2025-04-25 13:03:17.550259+07,2025-04-25 12:00:00+07,surabaya,pm25,138,138,56,,44,44,95
1485,2025-04-25 13:04:18.24275+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1486,2025-04-25 13:05:18.935862+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1487,2025-04-25 13:06:19.628607+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1488,2025-04-25 13:07:20.282407+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1489,2025-04-25 13:08:21.086883+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1490,2025-04-25 13:09:21.777733+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1491,2025-04-25 13:10:22.468617+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1492,2025-04-25 13:11:23.170141+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1493,2025-04-25 13:12:23.885316+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1494,2025-04-25 13:13:24.577235+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1495,2025-04-25 13:14:25.271303+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1496,2025-04-25 13:15:25.96056+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1497,2025-04-25 13:16:26.649555+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1498,2025-04-25 13:17:27.310384+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1499,2025-04-25 13:18:28.006669+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1500,2025-04-25 13:19:28.708306+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1501,2025-04-25 13:20:29.416573+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1502,2025-04-25 13:21:30.104429+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1503,2025-04-25 13:22:30.786598+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1504,2025-04-25 13:23:31.475061+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1505,2025-04-25 13:24:32.157852+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1506,2025-04-25 13:25:32.80477+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1507,2025-04-25 13:26:33.483394+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1508,2025-04-25 13:27:34.130194+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1509,2025-04-25 13:28:34.801503+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1510,2025-04-25 13:29:35.498124+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1511,2025-04-25 13:30:36.142422+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1512,2025-04-25 13:31:37.301701+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1513,2025-04-25 13:32:38.129193+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1514,2025-04-25 13:33:38.816846+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1515,2025-04-25 13:34:39.513559+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1516,2025-04-25 13:35:40.198782+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1517,2025-04-25 13:36:40.855134+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1518,2025-04-25 13:37:41.530771+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1519,2025-04-25 13:38:42.176165+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1520,2025-04-25 13:39:42.821411+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1521,2025-04-25 13:40:43.513604+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1522,2025-04-25 13:41:44.205132+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1523,2025-04-25 13:42:45.062006+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1524,2025-04-25 13:43:45.728015+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1525,2025-04-25 13:44:46.411694+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1526,2025-04-25 13:45:47.10218+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1527,2025-04-25 13:46:47.75391+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1528,2025-04-25 13:47:48.452051+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1529,2025-04-25 13:48:49.103153+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1530,2025-04-25 13:49:49.785813+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1531,2025-04-25 13:50:50.46784+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1532,2025-04-25 13:51:51.510961+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1533,2025-04-25 13:52:52.189984+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1534,2025-04-25 13:53:52.882149+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1535,2025-04-25 13:54:53.575649+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1536,2025-04-25 13:55:54.583116+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1537,2025-04-25 13:56:55.231805+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1538,2025-04-25 13:57:55.90865+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1539,2025-04-25 13:58:56.557929+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1540,2025-04-25 13:59:57.250246+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1541,2025-04-25 14:00:58.053544+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1542,2025-04-25 14:01:58.759951+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1543,2025-04-25 14:02:59.46298+07,2025-04-25 13:00:00+07,surabaya,pm25,132,132,54,,44,44,95
1544,2025-04-25 14:04:00.475847+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1545,2025-04-25 14:05:01.180141+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1546,2025-04-25 14:06:01.879904+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1547,2025-04-25 14:07:02.58077+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1548,2025-04-25 14:08:03.242921+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1549,2025-04-25 14:09:03.948399+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1550,2025-04-25 14:10:04.643951+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1551,2025-04-25 14:11:05.343904+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1552,2025-04-25 14:12:06.042939+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1553,2025-04-25 14:13:06.780653+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1554,2025-04-25 14:14:07.501044+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1555,2025-04-25 14:15:08.194041+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1556,2025-04-25 14:16:08.881906+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1557,2025-04-25 14:17:09.543378+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1558,2025-04-25 14:18:10.209064+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1559,2025-04-25 14:19:10.897896+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1560,2025-04-25 14:20:11.5491+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1561,2025-04-25 14:21:12.238035+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1562,2025-04-25 14:22:12.944695+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1563,2025-04-25 14:23:13.650984+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1564,2025-04-25 14:24:14.622045+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1565,2025-04-25 14:25:15.627912+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1566,2025-04-25 14:26:16.304827+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1567,2025-04-25 14:27:17.366823+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1568,2025-04-25 14:28:18.079635+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1569,2025-04-25 14:29:18.768899+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1570,2025-04-25 14:30:19.770047+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1571,2025-04-25 14:31:20.462917+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1572,2025-04-25 14:32:21.459137+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1573,2025-04-25 14:33:22.152385+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1574,2025-04-25 14:34:22.820084+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1575,2025-04-25 14:35:23.489045+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1576,2025-04-25 14:36:24.176903+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1577,2025-04-25 14:37:24.883337+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1578,2025-04-25 14:38:25.552055+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1579,2025-04-25 14:39:26.220741+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1580,2025-04-25 14:40:26.913995+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1581,2025-04-25 14:41:27.602938+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1582,2025-04-25 14:42:28.289525+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
1583,2025-04-25 14:43:28.979682+07,2025-04-25 14:00:00+07,surabaya,pm25,130,130,53,,44,44,92
