id,log_date,timestamp,location,dominan,aqi,pm25,pm10,co,no2,so2,o3
683,2025-04-23 12:54:22.729867+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
684,2025-04-23 12:55:23.501028+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
685,2025-04-23 12:56:24.14294+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
686,2025-04-23 12:57:24.850221+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
687,2025-04-23 12:58:25.830312+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
688,2025-04-23 12:59:26.489101+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
689,2025-04-23 13:00:27.167339+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
690,2025-04-23 13:01:27.812449+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
691,2025-04-23 13:02:28.486969+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
692,2025-04-23 13:03:29.16255+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
693,2025-04-23 13:04:29.894777+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
694,2025-04-23 13:05:30.551026+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
695,2025-04-23 13:06:31.226933+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
696,2025-04-23 13:07:31.913325+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
697,2025-04-23 13:08:32.622486+07,2025-04-23 12:00:00+07,surabaya,pm25,121,121,51,,46,44,86
698,2025-04-23 13:09:33.30867+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
699,2025-04-23 13:10:33.957356+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
700,2025-04-23 13:11:34.614541+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
701,2025-04-23 13:12:35.295619+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
702,2025-04-23 13:13:35.948609+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
703,2025-04-23 13:14:36.940149+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
704,2025-04-23 13:15:37.600373+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
705,2025-04-23 13:16:38.264612+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
706,2025-04-23 13:17:38.946797+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
707,2025-04-23 13:18:39.63674+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
708,2025-04-23 13:19:40.321158+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
709,2025-04-23 13:20:41.173518+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
710,2025-04-23 13:21:41.862206+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
711,2025-04-23 13:22:42.514511+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
712,2025-04-23 13:23:43.207995+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
713,2025-04-23 13:24:43.889973+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
714,2025-04-23 13:25:44.571238+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
715,2025-04-23 13:26:45.259622+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
716,2025-04-23 13:27:45.947658+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
717,2025-04-23 13:28:46.632284+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
718,2025-04-23 13:29:47.316402+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
719,2025-04-23 13:30:48.07552+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
720,2025-04-23 13:31:48.734785+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
721,2025-04-23 13:32:49.411+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
722,2025-04-23 13:33:50.096448+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
723,2025-04-23 13:34:50.76441+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
724,2025-04-23 13:35:51.45577+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
725,2025-04-23 13:36:52.101341+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
726,2025-04-23 13:37:52.791832+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
727,2025-04-23 13:38:53.789443+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
728,2025-04-23 13:39:54.455264+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
729,2025-04-23 13:40:55.42583+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
730,2025-04-23 13:41:56.109669+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
731,2025-04-23 13:42:56.958492+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
732,2025-04-23 13:43:57.643563+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
733,2025-04-23 13:44:58.307003+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
734,2025-04-23 13:45:58.969881+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
735,2025-04-23 13:46:59.625091+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
736,2025-04-23 13:48:00.316382+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
737,2025-04-23 13:49:00.9826+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
738,2025-04-23 13:50:01.65127+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
739,2025-04-23 13:51:02.343763+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
740,2025-04-23 13:52:03.002007+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
741,2025-04-23 13:53:03.685771+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
742,2025-04-23 13:54:04.369636+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
743,2025-04-23 13:55:05.018176+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
744,2025-04-23 13:56:05.701856+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
745,2025-04-23 13:57:06.398733+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
746,2025-04-23 13:58:07.5135+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
747,2025-04-23 13:59:08.194416+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
748,2025-04-23 14:00:09.47829+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
749,2025-04-23 14:01:10.147688+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
750,2025-04-23 14:02:10.83041+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
751,2025-04-23 14:03:11.858229+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
752,2025-04-23 14:04:12.547327+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
753,2025-04-23 14:05:13.190661+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
754,2025-04-23 14:06:13.914885+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
755,2025-04-23 14:07:14.610213+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
756,2025-04-23 14:08:15.302855+07,2025-04-23 13:00:00+07,surabaya,pm25,126,126,52,,46,44,86
757,2025-04-23 14:09:16.008344+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
758,2025-04-23 14:10:16.767801+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
759,2025-04-23 14:11:17.463807+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
760,2025-04-23 14:12:18.110783+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
761,2025-04-23 14:13:18.809478+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
762,2025-04-23 14:14:19.45725+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
763,2025-04-23 14:15:20.153876+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
764,2025-04-23 14:16:20.800847+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
765,2025-04-23 14:17:21.472641+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
766,2025-04-23 14:18:22.236281+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
767,2025-04-23 14:19:22.896714+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
768,2025-04-23 14:20:23.555559+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
769,2025-04-23 14:21:24.243327+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
770,2025-04-23 14:22:24.912644+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
771,2025-04-23 14:23:25.600817+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
772,2025-04-23 14:24:26.291955+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
773,2025-04-23 14:25:26.980799+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
774,2025-04-23 14:26:27.677617+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
775,2025-04-23 14:27:28.340998+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
776,2025-04-23 14:28:28.985946+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
777,2025-04-23 14:29:29.678153+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
778,2025-04-23 14:30:30.31726+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
779,2025-04-23 14:31:31.001242+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
780,2025-04-23 14:32:31.654124+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
781,2025-04-23 14:33:32.316014+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
782,2025-04-23 14:34:32.964825+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
783,2025-04-23 14:35:34.017907+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
784,2025-04-23 14:36:34.709142+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
785,2025-04-23 14:37:35.394761+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
786,2025-04-23 14:38:36.072479+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
787,2025-04-23 14:39:36.758707+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
788,2025-04-23 14:40:37.762376+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
789,2025-04-23 14:41:38.410741+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
790,2025-04-23 14:42:39.095984+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
791,2025-04-23 14:43:39.777741+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
792,2025-04-23 14:44:40.426303+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
793,2025-04-23 14:45:41.471244+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
794,2025-04-23 14:46:42.152878+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
795,2025-04-23 14:47:42.835608+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
796,2025-04-23 14:48:43.498668+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
797,2025-04-23 14:49:44.194842+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
798,2025-04-23 14:50:44.8875+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
799,2025-04-23 14:51:45.587646+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
800,2025-04-23 14:52:46.292398+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
801,2025-04-23 14:53:46.943542+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
802,2025-04-23 14:54:47.958686+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
803,2025-04-23 14:55:48.828343+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
804,2025-04-23 14:56:49.824869+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
805,2025-04-23 14:57:50.4702+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
806,2025-04-23 14:58:51.156133+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
807,2025-04-23 14:59:51.803742+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
808,2025-04-23 15:00:52.488114+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
809,2025-04-23 15:01:53.592833+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
810,2025-04-23 15:02:54.29904+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
811,2025-04-23 15:03:54.948489+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
812,2025-04-23 15:04:55.631366+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
813,2025-04-23 15:05:56.29342+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
814,2025-04-23 15:06:56.981436+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
815,2025-04-23 15:07:57.686454+07,2025-04-23 14:00:00+07,surabaya,pm25,130,130,53,,46,44,86
816,2025-04-23 15:08:59.023092+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
817,2025-04-23 15:10:00.029806+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
818,2025-04-23 15:11:00.718582+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
819,2025-04-23 15:12:01.459606+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
820,2025-04-23 15:13:02.118361+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
821,2025-04-23 15:14:02.973482+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
822,2025-04-23 15:15:03.636633+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
823,2025-04-23 15:16:04.487135+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
824,2025-04-23 15:17:05.259358+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
825,2025-04-23 15:18:05.943499+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
826,2025-04-23 15:19:06.610659+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
827,2025-04-23 15:20:07.295836+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
828,2025-04-23 15:21:08.308198+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
829,2025-04-23 15:22:08.995826+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
830,2025-04-23 15:23:09.681692+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
831,2025-04-23 15:24:10.344716+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
832,2025-04-23 15:25:11.017851+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
833,2025-04-23 15:26:11.66068+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
834,2025-04-23 15:27:12.377712+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
835,2025-04-23 15:28:13.020964+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
836,2025-04-23 15:29:13.70359+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
837,2025-04-23 15:30:14.3715+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
838,2025-04-23 15:31:15.03272+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
839,2025-04-23 15:32:15.67889+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
840,2025-04-23 15:33:16.363154+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
841,2025-04-23 15:34:17.051274+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
842,2025-04-23 15:35:17.716133+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
843,2025-04-23 15:36:18.403099+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
844,2025-04-23 15:37:19.088991+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
845,2025-04-23 15:38:19.748605+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
846,2025-04-23 15:39:20.438469+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
847,2025-04-23 15:40:21.489+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
848,2025-04-23 15:41:22.137676+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
849,2025-04-23 15:42:22.819837+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
850,2025-04-23 15:43:23.487318+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
851,2025-04-23 15:44:24.172915+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
852,2025-04-23 15:45:24.828835+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
853,2025-04-23 15:46:25.474415+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
854,2025-04-23 15:47:26.157383+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
855,2025-04-23 15:48:26.846821+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
856,2025-04-23 15:49:27.531833+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
857,2025-04-23 15:50:28.177027+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
858,2025-04-23 15:51:28.83279+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
859,2025-04-23 15:52:29.882582+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
860,2025-04-23 15:53:30.528476+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
861,2025-04-23 15:54:31.210376+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
862,2025-04-23 15:55:31.873092+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
863,2025-04-23 15:56:32.85894+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
864,2025-04-23 15:57:33.537203+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
865,2025-04-23 15:58:34.225346+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
866,2025-04-23 15:59:34.907655+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
867,2025-04-23 16:00:35.982075+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
868,2025-04-23 16:01:36.664243+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
869,2025-04-23 16:02:37.423756+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
870,2025-04-23 16:03:38.109211+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
871,2025-04-23 16:04:38.765131+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
872,2025-04-23 16:05:39.450188+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
873,2025-04-23 16:06:40.132937+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
874,2025-04-23 16:07:40.794028+07,2025-04-23 15:00:00+07,surabaya,pm25,131,131,54,,46,44,87
875,2025-04-23 16:08:41.486349+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
876,2025-04-23 16:09:42.174665+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
877,2025-04-23 16:10:42.862157+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
878,2025-04-23 16:11:43.542006+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
879,2025-04-23 16:12:44.233383+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
880,2025-04-23 16:13:45.271174+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
881,2025-04-23 16:14:45.954362+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
882,2025-04-23 16:15:46.616425+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
883,2025-04-23 16:16:47.30948+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
884,2025-04-23 16:17:47.996119+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
885,2025-04-23 16:18:48.646815+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
886,2025-04-23 16:19:49.32476+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
887,2025-04-23 16:20:50.310359+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
888,2025-04-23 16:21:51.113208+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
889,2025-04-23 16:22:51.766704+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
890,2025-04-23 16:23:52.449027+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
891,2025-04-23 16:24:53.10651+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
892,2025-04-23 16:25:53.784275+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
893,2025-04-23 16:26:54.433567+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
894,2025-04-23 16:27:55.113786+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
895,2025-04-23 16:28:55.801461+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
896,2025-04-23 16:29:56.452751+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
897,2025-04-23 16:30:57.13902+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
898,2025-04-23 16:31:57.807154+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
899,2025-04-23 16:32:58.49399+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
900,2025-04-23 16:33:59.201608+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
901,2025-04-23 16:34:59.891226+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
902,2025-04-23 16:36:00.584792+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
903,2025-04-23 16:37:01.267436+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
904,2025-04-23 16:38:01.965011+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
905,2025-04-23 16:39:02.652313+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
906,2025-04-23 16:40:03.341232+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
907,2025-04-23 16:41:04.003323+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
908,2025-04-23 16:42:04.696898+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
909,2025-04-23 16:43:05.383254+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
910,2025-04-23 16:44:06.068147+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
911,2025-04-23 16:45:06.743005+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
912,2025-04-23 16:46:07.426004+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
913,2025-04-23 16:47:08.310619+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
914,2025-04-23 16:48:08.999524+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
915,2025-04-23 16:49:09.90474+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
916,2025-04-23 16:50:10.598051+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
917,2025-04-23 16:51:11.274312+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
918,2025-04-23 16:52:12.149303+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
919,2025-04-23 16:53:12.98451+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
920,2025-04-23 16:54:13.697414+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
921,2025-04-23 16:55:14.38023+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
922,2025-04-23 16:56:15.028855+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
923,2025-04-23 16:57:15.744238+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
924,2025-04-23 16:58:16.440432+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
925,2025-04-23 16:59:17.12915+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
926,2025-04-23 17:00:17.805727+07,2025-04-23 16:00:00+07,surabaya,pm25,131,131,54,,46,44,87
